e__0,e__1,e__2,e__3,e__4,e__5,e__6,e__7,e__8,e__9,e__10,e__11,e__12,e__13,e__14,e__15,e__16,e__17,e__18,e__19,e__20,e__21,e__22,e__23,e__24,e__25,e__26,e__27,e__28,e__29,hypothesis,is_attack,ts,principal_id,cloud,dataset
0.5699516,0.46583813,-0.2464982,0.7349241,2.2845006,1.1748114,1.8276805,2.864642,1.4637556,0.6412004,0.27318007,-2.032847,1.3658273,-1.1261058,-0.99375623,0.4139974,0.9820982,-0.23596193,1.2359476,0.03805876,-0.14170872,0.87782604,0.7907593,-0.022030072,-1.768131,2.9928105,1.745859,0.72267485,-0.7532038,-0.11359216,PRIV_ESC,1,2025-01-17 03:47:07+00:00,1021,GCP,DEMO
-0.54342043,1.2638559,0.26250288,-0.78416383,-0.4707551,1.1211882,1.6000979,1.5283315,0.75703204,-0.25262487,-3.2415137,0.29716003,-0.0018287589,0.13998209,0.053897347,-1.3262621,0.5574086,0.63221633,0.6823388,0.946577,0.60405165,-0.4100294,-0.07083685,0.09112487,0.10769945,0.99821764,0.6436688,2.0773435,2.206469,0.07964958,BENIGN,0,2025-01-17 23:05:24+00:00,1065,CIC_NET,DEMO
-3.8366556,1.2368325,-0.54037637,-0.8014839,-0.39844528,-0.44664305,0.6122698,-1.5594357,-1.0777208,0.34315854,0.62294406,0.64154166,-0.7870363,-0.97826564,-0.50663483,0.23987275,1.4854773,-2.0474372,-0.22072875,-1.3326784,-1.6522427,0.9669567,0.54462457,0.4494335,0.9210258,-0.4797189,-0.4326375,2.1857307,-0.24657105,0.7351321,BENIGN,0,2025-01-05 18:18:03+00:00,1012,CIC_NET,DEMO
1.8063816,-0.04825853,-0.24462901,1.2210158,2.8561013,2.5882916,2.7140772,0.8129538,3.4158726,0.8351067,-2.6260655,-1.4635143,2.293119,1.8936167,1.228584,-0.54960525,0.81999546,0.40017328,4.177383,1.4765074,-0.40934056,-1.0561116,-1.8802884,-1.0252191,0.11494177,1.4273287,1.1216892,0.22909483,-0.32316765,0.26881236,LATERAL_MOVEMENT,1,2025-01-22 01:16:55+00:00,1008,CIC_NET,DEMO
2.481362,4.718364,2.8108099,2.9136622,0.7841776,2.8045652,3.8364842,1.9322774,2.2492797,3.792711,-1.4064069,1.5730731,-0.5362508,-1.543796,-0.23659554,1.1780462,3.259872,1.5814972,-0.06428526,1.9356205,-0.31667954,1.374485,0.8066764,-2.9431415,-1.0040796,0.94438523,0.15165727,-1.0237559,-0.6335895,-1.9062366,DEFENSE_EVASION,1,2025-01-01 01:00:23+00:00,1150,CIC_NET,DEMO
2.9116268,5.2106895,3.8049333,5.190417,3.8823972,4.027479,4.9740787,3.3772633,2.8127728,4.0326576,2.835683,-1.4207017,-0.5921658,1.7090894,-0.93664443,1.598091,-0.6241676,2.711606,0.15883507,0.534935,-0.90265435,2.6983287,0.24207067,-0.8509751,0.86392355,0.7691358,-0.18772702,0.8406067,-0.82529193,-0.49291828,DEFENSE_EVASION,1,2025-01-14 07:35:29+00:00,1024,GCP,DEMO
-0.21021666,0.47604892,3.6076307,3.4414287,1.8657887,3.4629314,1.6399255,1.5565897,1.8565106,1.6750784,-1.398038,-0.9591301,0.29710972,1.3769178,-1.4452772,1.1881858,-0.17027132,-0.55286586,0.94878066,0.6287437,0.08739143,-0.01605404,2.5835736,-1.3302263,-1.9899462,0.33237684,-0.37642255,0.31606787,0.58388305,1.2841047,LATERAL_MOVEMENT,1,2025-01-18 11:51:39+00:00,1104,CIC_NET,DEMO
-0.30722582,0.6432821,1.6287613,1.9704636,3.3934495,2.155704,1.1432114,0.30956423,0.6357101,0.6072972,-0.5010464,-1.249573,-3.0993447,-0.63961935,0.7629924,1.1516623,1.3686446,1.1829218,2.4264307,1.036043,-0.3860228,-0.91575503,0.24960946,-2.440704,-0.18428901,-0.20583986,-1.3644708,-0.9282658,0.8096575,0.23071174,PRIV_ESC,1,2025-01-30 09:05:14+00:00,1174,AZURE,DEMO
0.101788335,0.30634752,0.092627585,1.2428626,0.12342918,-1.4582131,1.6301299,0.37034026,-0.5892537,-1.2534018,0.39591423,-0.117172,1.5741467,-0.34590727,-0.83738077,0.89579624,0.9252819,0.16865137,0.67635703,-0.03768712,0.2338651,1.1649909,0.62531835,-0.16927443,1.3523625,-2.3648553,2.0520732,-1.7059591,-0.62709284,-0.040917534,BENIGN,0,2025-01-03 00:33:57+00:00,1058,CIC_NET,DEMO
-0.14648066,1.0064111,-1.0578367,0.2607668,-0.5782121,0.29514098,-0.06477226,0.09293565,-0.54992485,-0.51006395,0.2872725,0.9437155,-0.59827936,-0.86876756,0.6134602,-0.03250389,0.83049816,-0.90579724,-1.779439,-0.5330041,-0.7663526,-0.0787884,-0.63684523,0.7410169,-0.28815025,0.1504745,0.15763456,0.1949551,-0.024129111,0.5106007,BENIGN,0,2025-01-23 04:16:18+00:00,1097,CIC_NET,DEMO
2.2043447,4.399418,2.7634625,1.6884508,3.1880734,2.1488194,3.6653345,5.2096057,2.213428,3.3323724,-2.0071802,1.6851138,-2.4184878,-0.4358569,-1.9098057,1.5321512,1.8073044,0.82338524,-0.064426705,2.389523,-0.75041014,-2.1620324,0.458389,-1.1047747,0.9886088,-0.3811377,0.6037132,1.4015003,-1.2088588,-0.5659371,DEFENSE_EVASION,1,2025-01-11 09:40:08+00:00,1179,AZURE,DEMO
0.52432895,2.1375513,-0.05838272,0.005496304,1.0781406,0.022771275,0.75252587,-0.95153743,2.8143299,-0.7477092,-0.44979867,0.22085285,0.9837565,0.034555595,0.76512176,1.5571768,1.2170954,-0.18463369,1.3711412,0.07651338,1.2666613,-0.971062,-0.113158494,-0.5552731,-0.98752296,0.74131984,0.53545874,1.2090102,-1.7798752,1.0641707,CREDENTIAL_MISUSE,1,2025-01-22 18:54:46+00:00,1040,AZURE,DEMO
2.5054488,-0.45164108,1.8951486,-0.26316127,-1.3724097,-0.30563244,1.048204,-0.8381765,-0.60033864,0.5935394,0.0030601167,0.584623,0.23782954,0.4796253,-0.4323012,0.23173094,-0.927373,1.2884337,-0.6342747,1.1288475,-0.23360696,0.20199901,-0.49496454,-1.0159954,-1.7447604,-1.0553242,-0.32390887,0.21187918,1.0103793,-0.44575745,BENIGN,0,2025-01-11 11:00:18+00:00,1144,CIC_NET,DEMO
-0.88196075,-1.4427148,0.48006362,1.3831946,1.2663302,0.70993274,0.6385433,1.6976237,0.33208147,0.64612967,-0.32078385,-1.3620434,-0.6838489,-0.009159039,0.06078537,1.9262859,0.08127717,1.1788435,-0.43507725,-0.31167588,-1.3290076,-0.742328,0.5269814,0.0075601805,0.9429386,0.18125395,-0.35245374,2.1482968,-0.09390357,1.163001,BENIGN,0,2025-01-15 12:03:37+00:00,1167,CIC_NET,DEMO
0.7987908,1.9095994,2.1280158,1.408492,-1.154483,1.2182524,2.43046,1.7274809,1.6458389,-0.5222569,-0.084528394,1.2506497,1.6786813,2.7432222,0.5849215,1.2058241,0.81637424,-0.18694274,-1.4557914,1.2310097,0.17394722,-0.618175,-1.619173,0.6297395,-0.26592007,0.55687475,1.8640485,-2.1414309,-0.6996008,-0.20937562,PRIV_ESC,1,2025-01-27 06:19:06+00:00,1027,GCP,DEMO
1.4548261,-1.636403,1.935861,0.1358559,-0.096000664,-0.19805977,-0.43626302,1.0481168,-1.0685208,0.3454142,-0.38418168,-0.7621334,2.5859752,0.41905072,0.6132656,1.1377767,-1.42135,1.7522919,-2.5089571,-0.7687664,-0.45903167,0.5817234,0.21871826,-0.16681474,-0.011997345,-0.97802305,-1.4972324,0.7265116,0.6937061,1.5844944,BENIGN,0,2025-01-23 00:27:08+00:00,1040,AZURE,DEMO
-0.79001707,0.6928152,-0.28370672,1.190475,1.0219628,0.2112094,-0.33953017,0.9609322,0.6469045,-0.6844404,-1.3277987,-0.2885329,1.5154138,1.1464871,-1.1123275,-1.1677574,1.2746838,-1.1356359,0.50929534,-0.6160712,1.6170449,-0.7704248,1.1433616,0.18485865,0.25219485,-1.9703085,-2.2029133,-0.22056594,0.24690606,-1.1251978,BENIGN,0,2025-01-27 01:46:53+00:00,1078,GCP,DEMO
-1.0886934,0.56147265,0.56285447,-0.13774106,0.78020173,-1.1742023,-0.35593492,1.6478776,0.06832213,0.12631251,2.3059466,-1.3993422,0.79643035,1.6639863,-0.32485792,0.85963076,-0.9820195,-0.6867324,0.3849664,0.7985667,1.1209365,1.5696286,-0.06744656,1.1936117,-0.34230486,0.9020913,0.2074888,0.4456779,0.42350787,-1.604705,BENIGN,0,2025-01-02 02:21:52+00:00,1077,AZURE,DEMO
0.07587814,1.3025415,-0.4872791,2.0312111,2.0715559,1.5271705,0.07886599,2.580139,3.2372108,1.3470768,1.0449793,1.6534826,1.1497923,-1.5487067,-2.1240318,1.7057176,3.1456242,-0.60007125,0.6961875,-0.38046047,1.5920249,-0.587738,-1.4432008,0.638187,1.7443111,0.6635979,0.20479788,0.4091409,1.4148407,-0.8741993,PRIV_ESC,1,2025-01-22 14:31:13+00:00,1072,CIC_NET,DEMO
1.0881529,0.74730986,0.032134693,0.87162477,2.3077211,1.7666022,1.8443105,1.3464756,1.7233238,0.39940965,-1.8480377,0.6648811,-0.18119602,0.66075057,-0.5250237,0.4225766,3.9577713,1.7067872,1.2131475,0.5667915,-0.4512188,-0.13080059,0.29282886,-1.8804356,-1.5693896,-0.63688236,0.20713943,-0.23927315,1.4781213,-1.4823968,PRIV_ESC,1,2025-01-29 13:11:33+00:00,1005,GCP,DEMO
-0.75134546,1.5200918,0.13111933,0.8848426,2.051247,-0.69380444,-0.09931434,-0.2724269,-1.9545931,-0.3103968,0.8810622,0.5405896,0.61908317,-0.375509,-0.65609723,1.2692556,-0.49731714,0.29408205,0.16333468,1.461717,0.97141236,-1.2952586,-1.1875532,0.5789098,-0.06433765,-0.4551718,1.0156279,0.18745938,0.05245739,0.77982867,BENIGN,0,2025-01-19 23:47:05+00:00,1149,CIC_NET,DEMO
1.424891,3.368519,1.0119524,2.456929,3.2338328,0.42270452,1.4566648,2.9422073,2.9572446,1.6285044,-0.72749,-0.29511717,1.2824142,0.35291573,-1.6176534,1.0252566,1.4293606,0.5009309,1.4792938,0.08986339,-2.1146936,-0.42390108,0.063232146,-0.27583995,-1.1586033,-1.815649,-0.5140888,0.8976558,1.2561975,1.1877134,LATERAL_MOVEMENT,1,2025-01-03 09:22:59+00:00,1000,CIC_NET,DEMO
-0.81590956,-1.1537063,0.4966346,0.6351,0.4001696,-2.0140634,-0.8668846,-0.02968879,0.4872182,0.76730734,0.14425352,0.3307838,0.08486546,0.68561935,0.31286564,0.06573766,-0.2683688,0.08129142,0.48459136,0.2674754,0.3808264,1.3427218,0.26516393,-0.6489985,0.8836068,-1.3661983,-1.0814134,0.33584726,0.51639664,-1.2450513,BENIGN,0,2025-01-30 10:31:46+00:00,1088,AZURE,DEMO
-0.38281748,-0.6060838,-0.48667634,0.9435978,0.7065055,-0.01912218,-0.5459619,-1.3496497,1.420185,0.5921139,-0.7066691,0.7195995,-0.07022362,-0.2871095,0.43521154,-0.74149823,-0.34375653,0.12146106,-0.4994512,0.6690852,1.8690665,-0.75429815,-1.6651253,-2.0017402,-0.15046814,-0.6631646,0.2078605,0.13259767,-1.6032169,-1.8148838,BENIGN,0,2025-01-16 11:33:12+00:00,1026,GCP,DEMO
2.0959332,1.9354289,1.374182,0.14285642,2.2713912,3.0718997,2.0779824,0.9525261,1.8445522,0.43388593,2.8250096,-0.27009466,-0.41115385,0.996072,1.4227945,0.46695238,0.5241043,-0.4244022,1.366541,0.1515308,-2.1564453,-0.37125736,0.98114973,-0.38692945,1.737985,0.42896795,0.33875817,-0.12839827,-0.06828621,-0.26342362,LATERAL_MOVEMENT,1,2025-01-11 21:12:10+00:00,1142,GCP,DEMO
0.8977306,1.7308671,0.26416877,0.12410617,0.07680495,3.2456546,1.7303429,1.5044922,0.14248534,1.8233423,-1.4955971,-3.6753976,-2.806541,2.7812495,1.0204477,0.034388844,1.5341064,-0.7377078,1.3647763,1.4844861,-0.8796437,-0.8203285,-0.22302568,0.28203622,-0.152855,0.43356246,1.7629796,-0.5077168,-1.7151799,0.82592356,PRIV_ESC,1,2025-01-01 08:33:40+00:00,1096,CIC_NET,DEMO
4.0833144,2.7927685,1.3122513,2.2761075,1.2814765,3.0428555,1.0487096,2.0998712,1.3956622,2.5268247,0.080977164,-2.5254722,-2.5293484,-0.18719079,-0.76101404,0.75123435,-0.18852901,3.0409265,1.2764301,0.6467394,1.4152045,1.8418156,-0.14534943,0.34739748,-0.98800284,-0.14719275,-0.19906256,0.18482703,0.33276048,0.55982846,DATA_EXFILTRATION,1,2025-01-25 09:03:36+00:00,1043,CIC_NET,DEMO
1.4376427,-0.010742627,0.2615329,0.6535924,0.9177594,2.2507744,0.037061013,0.84258497,2.1530094,0.9001225,-0.6628721,-0.94200987,-0.4965029,1.4069932,2.0306027,-0.7450564,0.436688,1.0965726,1.3336953,2.2929525,-0.39102468,1.4794818,-0.6590238,1.3286464,0.81746715,-0.9134586,0.30703923,-0.051235836,0.6255846,-0.2232716,PRIV_ESC,1,2025-01-19 13:14:07+00:00,1113,CIC_NET,DEMO
0.2927538,1.9690946,0.5012791,1.4264224,0.3746485,2.2666633,-0.07833463,-0.014143531,2.1245172,0.15505362,2.8577788,0.3347636,-3.1373441,-2.9855194,1.943692,0.90163004,1.9672177,2.3884473,0.115012825,1.6011817,0.76540214,1.0734127,0.49868992,-1.9424977,-0.15542243,-1.1557076,-0.20260577,0.98000425,0.30515084,1.1480908,CREDENTIAL_MISUSE,1,2025-01-17 13:25:07+00:00,1158,GCP,DEMO
0.34175393,-1.2983259,-2.520847,0.14880876,-0.21392646,-0.97694576,-1.7006272,-0.73474324,-0.19449149,0.6658778,0.18863109,1.6080673,-1.035604,0.8810589,0.047298744,0.6946691,-0.43651485,1.0716804,0.29522476,-0.67944497,-0.012024029,-0.23955587,0.48917836,-1.1797768,-0.029351702,0.39530724,0.03302331,1.3469412,0.77402276,-0.007480797,BENIGN,0,2025-01-09 16:08:53+00:00,1068,AZURE,DEMO
0.2166891,0.29566556,0.4032996,-1.825658,-0.3015263,-1.484439,1.278281,-0.06084952,-0.19334094,0.89679736,0.4223248,-1.1286346,-0.070905365,-0.33516696,-1.744533,-0.6902762,-0.18354033,-0.11495093,-1.4822314,1.1516656,-0.10210306,0.037553076,0.40064165,-0.7880763,0.45635596,-0.36707464,-0.8965855,0.57344747,1.4916738,0.7248294,BENIGN,0,2025-01-04 21:57:51+00:00,1187,CIC_NET,DEMO
0.92297757,-0.5206306,-1.5976198,1.4901376,2.054515,1.5428067,-0.33578593,-1.1546344,-1.0656826,-1.6837325,-0.10737862,1.605678,-0.14166263,0.3023229,1.375597,-0.40409532,2.0355315,1.9920944,-0.13111134,-0.57753426,0.697238,-0.34752494,-1.1565552,1.2812387,1.2164474,0.1555116,-1.2628647,-1.2295263,0.107229285,-0.49987105,BENIGN,0,2025-01-05 02:20:00+00:00,1107,CIC_NET,DEMO
-0.34109294,1.0219631,0.73317933,1.3781427,-0.99062324,-0.34319156,0.7589817,0.44807833,1.5323803,0.4205367,1.8481091,0.5400178,1.0621674,-0.32351494,0.014287212,0.9109444,1.6129782,0.72923696,-0.08317177,1.3773351,-2.1919787,-1.4222345,0.68163425,0.014108356,0.60551363,0.06440752,0.5709457,-0.8144028,0.57048607,0.9944145,BENIGN,0,2025-01-04 12:57:09+00:00,1043,CIC_NET,DEMO
4.8205504,5.6135545,3.8440983,3.8739111,2.0768275,3.0685885,3.4069178,4.6503196,2.988999,4.39634,-0.38391858,-0.18776268,-1.3213342,-0.5740096,-1.290971,-0.90478593,0.5520458,0.32003185,0.28401902,1.216873,0.658632,0.2321945,0.9954152,0.57556194,-0.2950562,-0.4628563,0.31282222,0.5737671,1.3978443,1.1911731,NETWORK_INTRUSION,1,2025-01-03 06:27:05+00:00,1168,CIC_NET,DEMO
-0.54147303,-0.10200628,0.6710178,1.0679978,0.9389695,-0.063877836,-1.2540226,-0.99893636,0.27263352,0.34222558,-1.0986794,0.04456961,0.63122433,-1.1512266,1.1049972,-0.37753114,1.2576131,-0.53345245,-1.0266255,-0.45813698,-0.095148124,-0.38847992,-0.21600142,0.33396515,-0.17117937,-0.06611239,-1.7092264,0.391698,-0.0892033,1.610293,BENIGN,0,2025-01-28 14:03:57+00:00,1183,CIC_NET,DEMO
2.0604348,1.1917046,3.6180685,3.346527,1.991567,1.4702511,4.537397,4.41411,0.51254326,2.541777,0.5976435,-1.5250022,-2.5050159,-3.6223166,-2.5618906,-0.90477574,1.8525473,-1.0429369,1.0472715,1.6865795,-1.4512264,-0.9242684,1.2131792,0.5328917,-0.6172857,1.202249,1.2065357,0.26905268,-0.90016025,-0.4134487,DEFENSE_EVASION,1,2025-01-26 10:12:04+00:00,1190,AZURE,DEMO
1.4863868,1.0114052,2.1389573,-0.32977408,-0.29426354,1.380871,0.70845556,0.5729514,-0.5680567,1.2195458,1.3928149,-0.8659199,2.7474947,-0.5685418,2.4334784,-0.5124673,1.3363892,-0.87114716,-0.03836188,-0.41265714,0.78194255,-0.065410234,-0.013503244,-1.106733,-0.2996935,-0.7634653,0.383455,-0.99109113,1.3297944,-1.6755805,PRIV_ESC,1,2025-01-04 23:46:30+00:00,1156,CIC_NET,DEMO
1.5934801,4.0772004,1.9648613,1.0851214,2.6190715,1.9246078,1.5641297,1.3041292,5.1683736,2.148448,-2.56112,2.2410173,-0.21248859,-0.14365247,0.86584044,1.4734728,0.5530817,-1.1259779,2.58724,0.36600953,1.4955717,1.278435,-1.0010096,1.0331899,-0.6514425,-1.8667005,-0.42459816,0.39763752,-0.46273664,-0.30704835,DATA_EXFILTRATION,1,2025-01-25 21:56:42+00:00,1099,AZURE,DEMO
1.143566,0.10649398,-0.8432983,0.7020303,0.19767557,-2.5216048,0.42835292,0.39182872,0.02012113,0.89170057,-0.67239356,0.33649978,-1.5669594,0.4070904,1.9530597,-0.99485636,-0.7598021,-0.7100154,0.12999822,-1.0630363,0.4212474,0.84683996,0.53434724,-1.7684155,0.9951677,0.93736744,0.8301614,0.37284225,0.22018932,1.0323894,BENIGN,0,2025-01-22 03:56:53+00:00,1013,AZURE,DEMO
2.5235136,-0.35304046,1.6781254,0.5137829,0.47032696,-0.9365307,0.31521058,-0.39726496,0.13614558,-0.49818638,1.2877017,-3.3376808,-1.0132377,-4.5278854,-1.2955123,1.1619142,0.0025618828,1.8745298,1.0252697,1.4067621,1.4106923,-0.3097108,-0.57448673,0.8717026,0.50951356,-0.1873303,1.3914579,-0.21224432,0.032773636,0.021222651,CREDENTIAL_MISUSE,1,2025-01-04 06:22:03+00:00,1006,CIC_NET,DEMO
-0.9345939,0.07758539,1.3967602,0.4449683,0.031063426,-0.16176727,0.33086702,0.74976665,0.6092388,-0.33186486,0.3247816,0.47993973,-1.007195,0.16823055,-2.161304,0.48253372,0.66034305,0.74754614,-0.39504686,0.30904683,1.4239539,1.4137696,-0.0291727,0.13931963,1.1109111,-1.500802,-0.32307574,1.3355705,0.97520053,0.36926377,BENIGN,0,2025-01-09 04:29:36+00:00,1002,AZURE,DEMO
-1.5058324,-0.049910232,-0.5899154,0.3310389,-0.8093467,-1.0257233,-2.0648654,1.2218047,-0.3997705,0.15714578,-0.0022381165,-1.067434,-1.2590649,-1.0053152,-0.72316843,0.36660624,-0.79571766,1.7464906,1.027151,0.80835956,-0.1196589,1.5142807,-0.21800563,-0.031261414,0.16997454,0.70182306,0.63690805,-0.47512528,-0.53299373,0.63990295,BENIGN,0,2025-01-05 11:23:53+00:00,1073,AZURE,DEMO
2.5152366,1.4066489,0.21281193,1.5926839,2.4235258,3.6054168,0.602042,1.3734287,1.4105965,3.1558053,0.2974126,1.7284062,0.882925,0.6956546,-3.4238129,-0.09277331,2.534042,1.1842092,0.9077601,0.5501063,0.29214883,0.28023595,0.29216883,0.11484509,0.8687983,0.023104345,-0.97793883,-0.6124229,-1.9790187,2.026817,LATERAL_MOVEMENT,1,2025-01-20 03:38:58+00:00,1180,AZURE,DEMO
0.8627546,-0.8300705,-0.28184485,-0.63687646,1.5425472,-1.4198772,0.11447606,-0.10852784,0.8268386,-0.104009226,-1.7582089,-0.25111783,-0.97216225,0.07957955,1.434177,-1.7394253,-0.80022275,-0.55269295,-0.3816311,0.74012566,-0.17354442,0.41580272,-0.6257731,0.22992435,0.77779764,-0.73229957,0.7813581,0.05237277,1.0454602,-0.2014199,BENIGN,0,2025-01-23 03:32:13+00:00,1152,AZURE,DEMO
0.38124466,-0.04060623,-0.09621226,0.25893041,0.5368075,-1.2495649,1.4336336,-1.859663,-0.6848121,-0.09426907,0.41235596,1.5761725,-1.8582915,-0.5076941,-2.1268334,0.031621974,0.27168357,1.5907958,0.120634764,1.0440252,0.5838371,-0.4352482,-1.4089607,0.2750023,-1.492102,1.295207,-0.16206211,1.1951774,-0.48021445,0.26885077,BENIGN,0,2025-01-24 14:45:31+00:00,1031,AZURE,DEMO
1.4093488,1.1549559,0.7673405,1.592456,0.27383673,-0.009435329,2.442827,1.927168,1.2658916,2.8651423,0.17051053,-1.2430414,-0.5969355,-1.0851411,0.61137885,1.7907108,0.678979,1.5271713,0.39629656,1.6291491,-2.3910785,-1.0198014,0.9792597,-0.24965554,0.2075423,-1.3467857,1.847867,1.1905296,-0.20068522,-0.40469587,PRIV_ESC,1,2025-01-19 09:54:44+00:00,1108,CIC_NET,DEMO
1.0296043,1.9824704,0.95376027,2.1718028,-0.9223513,-0.81938684,-1.1889411,0.44176066,0.17560355,-0.15195112,0.80925864,1.2323287,-1.5256624,-0.59697205,0.8201436,-0.4677387,-0.7982061,1.0185374,-1.2895001,-0.3015798,0.32864404,-0.57381994,0.7831557,-0.568877,1.4086195,-0.1257463,0.67127013,0.74602395,-0.62754,-2.0534866,BENIGN,0,2025-01-28 07:10:32+00:00,1054,CIC_NET,DEMO
3.9607558,3.6722884,4.155826,3.3734725,3.1695724,5.608473,2.127646,4.3339505,3.0253983,3.2642214,0.24213682,-0.74840736,-1.0216833,0.20644912,-0.71625435,0.903382,-0.1864405,1.3168253,2.9563496,0.41930538,-0.37598357,-0.56108916,-0.48941424,-2.7452996,0.40503538,-0.8455522,-1.6102631,0.7531899,-1.0820178,-0.33866906,NETWORK_INTRUSION,1,2025-01-03 15:13:14+00:00,1015,GCP,DEMO
5.0664425,2.1907842,2.0674016,3.869306,4.7494874,2.0256584,4.00769,4.1809998,1.5408396,4.3985014,0.75845075,-0.12652136,1.10567,1.3335236,-0.72333336,0.3485546,-0.1728279,0.7624365,1.369759,0.47582313,-2.197501,1.268714,0.19022322,-0.3796245,0.85715836,1.5246387,-2.8019116,0.43426365,-1.4266492,0.49911052,NETWORK_INTRUSION,1,2025-01-28 03:00:00+00:00,1018,CIC_NET,DEMO
3.1279273,3.6357265,2.5007524,1.1267599,2.5496318,3.4068477,4.0153923,1.8281687,4.0270605,2.3521278,0.975531,-1.9856626,-0.4989001,-1.1781754,-1.0229256,0.120094106,0.9849626,3.2015836,-0.063189715,2.840134,2.0044234,-0.097311154,-0.29815254,-0.6920652,-0.06820253,-1.4067194,-0.07623902,1.4968803,-0.61108506,-0.24072431,DEFENSE_EVASION,1,2025-01-23 17:35:45+00:00,1199,GCP,DEMO
-1.7011405,0.3740621,0.2644817,0.06370236,-0.21682705,-0.29275793,0.50190026,-0.028816601,0.31497186,0.21498282,1.1234273,0.6769941,0.19286184,1.518422,0.42026854,1.3049626,0.6069426,-1.8419191,1.3048347,0.13517624,-0.051954772,0.28134835,-0.34498316,0.22702886,-0.5918761,1.2742722,-0.11358812,-0.38258386,-0.9249258,0.2687758,BENIGN,0,2025-01-18 06:21:48+00:00,1041,AZURE,DEMO
0.1871071,0.3884246,-1.0272518,-1.6011811,0.6255913,1.4846419,-1.0263536,1.5894413,0.28391105,-0.0070629045,-0.3975487,-1.384518,0.98772854,-0.77560633,-0.7798067,0.9919263,-1.8829834,-1.5235978,-0.018134244,0.29328442,0.48473465,-0.3017985,2.5303698,-0.22789256,-0.23078614,-0.79698664,0.12390681,0.6149612,1.203578,-1.4892843,BENIGN,0,2025-01-14 05:57:25+00:00,1129,GCP,DEMO
2.7540047,3.4467037,3.5870576,3.0065486,3.542424,2.1910362,4.557905,3.992628,1.6550722,1.924897,1.5552396,1.5209138,-1.6771016,0.2818912,2.2231355,0.7338341,1.0588875,-0.2658027,1.3948544,0.18678811,-0.32461968,0.23773172,0.103078224,0.02398002,-0.7506268,-0.2995494,0.0021835908,-1.3750852,-0.46253297,0.38767987,DEFENSE_EVASION,1,2025-01-07 09:46:42+00:00,1005,CIC_NET,DEMO
-1.2774366,1.1565816,1.2696133,-1.2451506,1.3576196,-0.14358158,0.41851455,-0.49665105,0.9230448,0.406094,-0.81415325,-1.165202,-1.4603025,0.18794177,0.57247144,0.6509657,-0.11798109,-1.1569965,-0.6820748,1.1523486,-0.48462856,0.14341763,-1.0756505,0.33658305,-0.45768458,1.0467128,0.7735577,-0.49570593,-0.12666403,-0.5511162,BENIGN,0,2025-01-30 17:17:10+00:00,1099,GCP,DEMO
2.1805668,2.7425575,3.7982173,3.9252596,3.7485478,3.298267,4.5330667,3.6635418,4.3032537,1.8262249,-5.131158,-1.7755138,-1.9783522,-1.1553358,3.1488428,2.3874006,1.1999966,0.96585906,1.6369911,1.1684976,-0.457677,1.071476,-1.1097502,0.3232472,-1.5475698,0.20394386,0.19298965,1.676455,-1.564974,-0.6008872,NETWORK_INTRUSION,1,2025-01-16 09:41:20+00:00,1116,CIC_NET,DEMO
4.4226823,3.9353173,3.7803051,2.6438644,3.0091817,4.845041,3.5484908,3.9753597,3.4848118,2.4169145,3.9731083,1.2208464,0.95356476,-1.1423739,1.2223413,-0.511544,0.95734656,1.7765065,-1.2721351,0.5950675,-0.5632097,-0.7019573,0.38521266,1.1206857,-0.13327871,0.20548643,0.11430875,0.0018035064,-1.0893426,1.1084446,NETWORK_INTRUSION,1,2025-01-15 15:34:32+00:00,1025,CIC_NET,DEMO
2.6951954,2.7948816,1.5934904,1.9407796,2.2238657,0.8658753,0.7119657,1.799252,2.9225209,1.7468626,-2.2798946,-1.6503431,0.4978045,-1.0067077,3.1093674,1.8546206,1.8247741,1.9685804,-0.19882087,-0.42236462,-1.1068703,1.3345062,-0.5471918,-1.2513561,-0.4309962,-0.23860553,0.26841328,0.25095102,-0.82818055,0.68565637,DATA_EXFILTRATION,1,2025-01-10 17:20:16+00:00,1092,GCP,DEMO
-0.63919353,-0.15627633,0.6867741,-0.6418214,-0.56935143,0.59166807,-0.8577332,-0.38479203,0.5557422,2.0540924,0.6054045,0.47263977,0.5308016,-1.0731903,0.11559674,-0.029766489,0.32158455,0.11650805,0.37969968,-0.3114672,0.058608916,-1.2278286,-0.31990728,1.3908335,0.31880835,-0.020921037,1.8961233,-1.360835,-1.1094556,1.7127115,BENIGN,0,2025-01-09 13:50:10+00:00,1067,GCP,DEMO
0.045960937,-0.24258304,-1.1992043,0.44769627,0.5444599,-1.0944943,-0.14027558,-0.33551583,0.25597715,-1.1192503,1.2519474,0.91582376,-0.36317557,-0.21641871,-0.13642216,-0.7783086,-0.4434294,-0.27027038,1.6128684,0.9466183,0.9346547,0.36992562,-1.117327,-0.041491106,0.9704885,-1.2582647,0.6365532,2.3226092,1.0618167,1.4140291,BENIGN,0,2025-01-20 10:48:07+00:00,1041,GCP,DEMO
